plate_position,aryl_halide_smiles,nucleophile_smiles,catalyst_smiles,catalyst_name,base_smiles,base_name,yield_percent,product_smiles
F13,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,C12=NCCCN1CCCCC2,DBU 24,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F14,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F15,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F16,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F17,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F18,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(N9CCOCC9)C=CC=C8)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,MorDalPhos Pd G3 40,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F19,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,C12=NCCCN1CCCCC2,DBU 24,0.0,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F20,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,CN1CCCN2C1=NCCC2,MTBD 25,3.91,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F21,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,4.58,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F22,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,3.52,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F23,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,6.94,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F24,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C2CCCCC2)(C3CCCCC3)C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC)C6=CC=CC=C6C7=C([NH2]1)C=CC=C7)(=O)=O,BrettPhos Pd G3 41,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.53,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F25,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,C12=NCCCN1CCCCC2,DBU 24,38.06,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F26,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,CN1CCCN2C1=NCCC2,MTBD 25,42.08,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F27,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,40.18,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F28,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,5.59,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F29,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,42.91,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F30,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=CC=C2)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuXPhos Pd G3 42,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,43.77,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F31,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,C12=NCCCN1CCCCC2,DBU 24,36.16,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F32,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,CN1CCCN2C1=NCCC2,MTBD 25,43.13,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F33,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,45.14,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F34,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,4.69,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F35,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,11.34,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F36,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,tBuBrettPhos Pd G3 43,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,36.66,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F37,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,C12=NCCCN1CCCCC2,DBU 24,35.24,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F38,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,CN1CCCN2C1=NCCC2,MTBD 25,39.34,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F39,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,36.91,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F40,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,7.73,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F41,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,20.38,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F42,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C(C)(C)C)(C(C)(C)C)C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(C)=CC=C2OC)C4=CC=CC=C4C5=C([NH2]1)C=CC=C5)(=O)=O,RockPhos Pd G3 44,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,29.16,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F43,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,C12=NCCCN1CCCCC2,DBU 24,37.62,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F44,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,CN1CCCN2C1=NCCC2,MTBD 25,43.27,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F45,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,47.47,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F46,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,7.46,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F47,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,13.21,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
F48,BrC1=CN=CC=C1,NC(C1=CC=CC=C1)=O,CS(O[Pd]1([P](C23C[C@@H](C[C@H]4C3)C[C@@H](C4)C2)(C56C[C@@H](C[C@H]7C6)C[C@@H](C7)C5)C8=C(C9=C(C(C)C)C=C(C(C)C)C=C9C(C)C)C(OC)=CC=C8OC)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,AdBrettPhos Pd G3 45,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,38.88,O=C(NC1=CN=CC=C1)C2=CC=CC=C2
