plate_position,aryl_halide_smiles,nucleophile_smiles,catalyst_smiles,catalyst_name,base_smiles,base_name,yield_percent,product_smiles
G1,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G2,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G3,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G4,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G5,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G6,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8)C(C=CC=C9)=C9C=C4)C%10=CC=CC=C%10C%11=C([NH2]1)C=CC=C%11)(=O)=O,BINAP Pd G3 30,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G7,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G8,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G9,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G10,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G11,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G12,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC4[Fe]C5C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5)C8=CC=CC=C8C9=C([NH2]1)C=CC=C9)(=O)=O,DPPF Pd G3 31,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G13,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G14,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G15,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G16,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G17,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G18,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(OC(C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C7)=C7C8(C)C)C8=CC=C4)C9=CC=CC=C9C%10=C([NH2]1)C=CC=C%10,XantPhos Pd G2 32,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G19,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G20,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G21,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G22,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G23,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G24,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,Cl[Pd]1([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=CC=CC=C2C3=C([NH2]1)C=CC=C3,tBu3P Pd G2 33,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G25,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G26,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G27,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G28,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G29,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,BTTP 28,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G30,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,CC(OC1(C)O2)(C3)OC(C)(C1)[P]([Pd]4(OS(C)(=O)=O)C5=CC=CC=C5C6=C([NH2]4)C=CC=C6)(C7=CC=CC=C7)C23C,PPA Pd G3 34,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,P2Et 29,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G31,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,NC(C=C1)=CC=C1[P]([Pd]2(OS(C)(=O)=O)C3=CC=CC=C3C4=C([NH2]2)C=CC=C4)(C(C)(C)C)C(C)(C)C,Aphos Pd G3 35,C12=NCCCN1CCCCC2,DBU 24,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G32,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,NC(C=C1)=CC=C1[P]([Pd]2(OS(C)(=O)=O)C3=CC=CC=C3C4=C([NH2]2)C=CC=C4)(C(C)(C)C)C(C)(C)C,Aphos Pd G3 35,CN1CCCN2C1=NCCC2,MTBD 25,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G33,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,NC(C=C1)=CC=C1[P]([Pd]2(OS(C)(=O)=O)C3=CC=CC=C3C4=C([NH2]2)C=CC=C4)(C(C)(C)C)C(C)(C)C,Aphos Pd G3 35,CN(C)/C(N(C)C)=N\C(C)(C)C,BTMG 26,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
G34,BrC1=CN=CC=C1,NS(C1=CC=CC=C1)(=O)=O,NC(C=C1)=CC=C1[P]([Pd]2(OS(C)(=O)=O)C3=CC=CC=C3C4=C([NH2]2)C=CC=C4)(C(C)(C)C)C(C)(C)C,Aphos Pd G3 35,CN1P(N(CC)CC)(N(C)CCC1)=NC(C)(C)C,BEMP 27,0.0,O=S(C1=CC=CC=C1)(NC2=CN=CC=C2)=O
